Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
30,RPTR 22,462.725000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,5.5W,"Generic Repeater w/ 141.3 ""traveler tone"" PL",,,,
31,SEATTLE 1,462.550000,+,5.000000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle Emergency Community Hubs GMRS repeater,,,,
32,SEATTLE 2,462.575000,+,5.000000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle Emergency Community Hubs GMRS repeater,,,,
33,SEATTLE 3,462.600000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS / Seattle Emergency Community Hubs GMRS repeater,,,,
34,SEATTLE 4,462.625000,+,5.000000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle Emergency Community Hubs GMRS repeater,,,,
35,SEKRIT  5,462.650000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Do Not Use North of Line A; Seattle Emergency Community Hubs GMRS secret repeater,,,,
36,SEATTLE 6,462.675000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle Emergency Community Hubs GMRS repeater,,,,
38,SEATTLE 8,462.725000,+,5.000000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle Emergency Community Hubs GMRS repeater,,,,
39,GOLD GMRS,462.600000,+,5.000000,TSQL,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KitsapARC GMRS repeater,,,,
40,STR GMRS,462.725000,+,5.000000,TSQL,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
41,MURS 1,151.820000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.5W,,,,,
42,MURS 2,151.880000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.5W,,,,,
43,MURS 3,151.940000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,4.5W,,,,,
44,MURS 4,154.570000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,4.5W,,,,,
45,MURS 5,154.600000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,4.5W,,,,,
46,WSFerry,151.040000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,2.5W,WSFerries Deck operations,,,,
47,WX KHB60,162.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,0.5W,NOAA Cougar Mtn / KIH36 Neah Bay,,,,
48,WX KAD93,162.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,0.5W,NOAA Blaine area,,,,
49,WX WXM62,162.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,0.5W,NOAA Capitol Peak,,,,
50,WX WXN21,162.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,0.5W,NOAA Cle Elum / KEC91 Astoria,,,,
51,WX WWG24,162.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,0.5W,NOAA Puget Sound Marine Forecast,,,,
52,AHOY 2m,146.520000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
53,AHOY 220,223.500000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
54,AHOY 6m,52.525000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
55,DBLNICKL,146.550000,split,146.550000,Tone,91.5,91.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
56,AHOY 446,446.000000,split,446.000000,Tone,91.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
57,56 SMPLX,146.560000,split,146.560000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
58,ADVENTURE!,146.580000,split,146.580000,Tone,91.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
59,SQUIRREL,147.480000,split,147.480000,Tone,91.5,91.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
60,Mt McDonald,146.840000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
61,New Horizons,146.980000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
62,Mt Brenton,146.680000,-,0.600000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
63,SALT SPRING,147.320000,+,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
64,WhyVR VE7RPT,146.940000,-,0.600000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
65,Bham W7ECG,442.250000,+,5.000000,Tone,156.7,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
66,CLALLAM,146.760000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
67,Pt Townsend,145.150000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"W7JCR Morgan Hill, Port Townsend WA; W7JCR-R",,,,
68,BLYN EQO,442.100000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
69,Constitution,146.740000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"K7SKW Mt Constitution, Orcas Isl; WIDE 2350 ASL",,,,
70,Lyman Hill,145.190000,-,0.600000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
71,Camano PIG,441.050000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,W7PIG Camano Isl; WIDE,,,,
72,Granit Falls,146.925000,-,0.600000,Tone,156.7,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,WA7DEM,,,,
73,EVERETT vhf,147.180000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
74,BUCK K7DK,440.950000,+,5.000000,Tone,110.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
75,Bainbridge,444.475000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
76,KITSAP WDG,145.425000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.5W,KD7WDG,,,,
77,Gold Mtn,146.620000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
78,Baw Faw Peak,147.060000,+,0.600000,Tone,110.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7PG,,,,
79,Ashfrd 46152,145.250000,-,0.600000,Tone,151.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7DNR Puyallup Ridge Ashford WA; ASL 46152,,,,
80,Crawfrd W7DK,147.380000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
81,Tig KC7RAS,147.100000,+,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KC7RAS,,,,
82,Mike & Key,146.820000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
83,STR Cougar,147.080000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,"WW7STR Cougar Mtn, Bellevue WA; Backup for SeaTac Repeater Assoc.",,,,
84,HJR e482474,444.650000,+,5.000000,Tone,131.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,WA7HJR Tiger Mtn; ECHO 482474,,,,
85,SnoVRC 46634,441.825000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KE7GFZ Cougar Mtn; Snoqualmie Valley ARC (ASL 46634) (ECHO 546590),,,,
86,Grass Mtn,145.370000,-,0.600000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
87,Queer South,443.175000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
88,Federal Way,146.760000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"WA7FW Federal Way WA; ""South King County""",,,,
89,Tacoma Ch28,145.210000,-,0.600000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
90,Colvmbia Twr,444.550000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
92,KB9IQX-S,439.425000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,4.5W,,,,,
94,Queer4FM,440.075000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
95,West Seattle,441.800000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
96,Lk Wash Temp,443.325000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
97,AHOY 446,446.000000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
98,WW7PSR,146.960000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
99,QUEERPTR,444.375000,+,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- AJ7JA Capitol Hill broadcast towers,,,,
100,Channel 9B,440.100000,+,5.000000,Tone,110.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
101,Capitol 1,443.025000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
102,Cap2 48842,442.875000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
103,Beacon 1,440.525000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
104,Bcn2 48832,442.300000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
105,Westcrest Pk,443.200000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
106,So Sea Coll,443.375000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
107,Mag 48836,443.475000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
108,QuA 48847,444.700000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
109,QA KOMO,444.425000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
110,Maple Leaf,443.650000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
111,LkFrPk 48834,440.600000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Seattle ACS -- ,,,,
112,Kenmore,442.000000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,NE7MC Kenmore-LFP Northshore EMC,,,,
113,Shoreline,442.825000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,W7AUX Shoreline ACS  285ft Crista Tower,,,,
114,Lynwd WA7DEM,146.780000,-,0.600000,DTCS,88.5,88.5,172,NN,172,Tone->Tone,FM,5.00,,5.5W,,,,,
115,Bothell Locl,442.550000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,WA7HJR Bothell WA; prob local,,,,
116,Woodinvl UHF,442.775000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K6RFK Woodinville WA,,,,
117,Redmond OBY,440.675000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,N6OBY Redmond WA; LOCAL ,,,,
118,Redmond IYE,145.310000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KC7IYE Redmond WA,,,,
119,Squak MST,444.525000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,N7KGJ; Squak Mtn WA; WA MST,,,,
120,K7NWS VHF,145.330000,-,0.600000,Tone,179.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
121,East Fire,440.250000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,W7EFR? Eastside Fire & Rescue ARC Issaquah,,,,
122,BCS K7BEL,441.100000,+,5.000000,Tone,156.7,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7BEL Bellevue Communications Support,,,,
123,Mercer UHF,440.150000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,W7MIR Mercer Island Radio Operators UHF,,,,
124,Cougar N6OBY,443.325000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,N6OBY Cougar Mtn; Redmond ARES; WIDE Puget Sound,,,,
125,Cougar BJI,444.850000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,No WWARA; KF7BJI Cougar Mtn,,,,
126,Cgr BJI WIDE,441.550000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,No WWARA; KF7BJI Couger Mtn; WIDE,,,,
127,Cougar K7OET,444.325000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7OET Cougar Mtn; WIDE,,,,
128,K7PP Cougar,443.400000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"K7PP Linked System: Cougar, Gold, Forks, KO Peak",,,,
129,K7PP Gold,441.200000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"K7PP Linked System: Cougar, Gold, Forks, KO Peak",,,,
130,Kitsap Gold,441.175000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,KC7Z Gold Mountain mixed mode FM and DMR,,,,
131,Cheryl St,444.075000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,KC7Z Bremerton WA Cheryl St; Kitsap ARC,,,,
132,Skyway,441.975000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7FDF Bryn Mawr  Skyway WA,,,,
133,Renton,443.600000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7FDF Renton WA; Renton Em Comm Service,,,,
134,Rent 441,441.475000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7FDF Renton WA,,,,
135,Rent IGT,441.450000,+,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KC7IGT Renton WA; South Puget Sound,,,,
136,Lake Youngs,441.375000,+,5.000000,Tone,173.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,WB7DOB Lake Youngs; Kent Renton Maple Valley,,,,
137,Maple Valley,147.260000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KF7NPL Maple Valley WA; possibly YSF,,,,
138,Kent K7CST,147.320000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7CST,,,,
139,Aubrn Valley,147.240000,+,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7SYE; Auburm WA; Auburn valley SR167 fm I405 to SR410,,,,
140,tig k7pf,146.880000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K7PF Wet Tiger Mtn NO TONE,,,,
141,tig BJI,146.875000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,KF7BJI East Tiger Mtn; NARROWFM,,,,
142,Snoqualm,444.925000,+,5.000000,Tone,85.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,N7SNO Snoqualmie WA; Snoq and No Bend; Snoqualmie Emer and Comm Support Team,,,,
143,Snek BJI,442.150000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,KF7BJI Rattlesnake Ridge,,,,
144,PSE Snek,441.775000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,,,,,
145,KC7SAR Snek,145.110000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,"KC7SAR Rattlesnake Ridge, North Bend WA; linked to Skykomish",,,,
146,Snek YSF,441.650000,+,5.000000,Tone,127.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,N7NFY Rattlesnake Ridge; YSF,,,,
151,147.5125 N,147.512500,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
152,,147.520000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
153,147.5250 N,147.525000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
154,147.5375 N,147.537500,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
155,147.5500 N,147.550000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
156,147.5625 N,147.562500,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
157,147.5750 N,147.575000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
158,147.5875 N,147.587500,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
159,147.6000 N,147.600000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.5W,,,,,
161,KingMt K7SKW,147.160000,+,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
162,King4FM SKW,443.650000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
163,Ferndale ECG,442.825000,+,5.000000,Tone,156.7,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
164,Sumas Mtn,145.230000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
165,Bham W7ECG,442.250000,+,5.000000,Tone,156.7,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
166,Forks W7FEL,145.210000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,Mt. Gunderson full-time link to CLALLAM Pt Angeles W7FEL ,,,,
167,K7PP FORKS,147.280000,+,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
168,PSE BLYN,442.425000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,PSE ARES BLYN,,,,
169,PSE ERIE,441.725000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,PSE ARES MT ERIE ANACORTES,,,,
170,SULTAN,444.125000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,4.5W,W7SKY Sultan WA; Sky Valley ARC,,,,
171,KC7SAR Skyko,145.110000,-,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KC7SAR Skykomish; linked to Rattlesnake Ridge,,,,
172,Mercury NW,147.340000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,K6RFK Woodinville WA Mercury Northwest; WIDE,,,,
174,Belfair NM7E,145.170000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,NM7E WIDE ,,,,
175,Gig Harbor,145.350000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"KA7EOC Purdy Transfer Station, Gig Harbor WA; WIDE; Pierce Cty ARES District 5 ARES Peninsula Team",,,,
176,PtOrch 42660,441.575000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,W6AV,,,,
177,PSE GREEN,441.750000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,PSE ARES GREEN MT,,,,
178,sheltn 2mtrs,145.125000,-,0.600000,Tone,110.9,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,KK7NQN; WIDE 185 watts ERP; TESTING according to repeaterbook,,,,
179,SouMtn W7USJ,441.925000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"W7USJ South Mtn, Shelton WA",,,,
180,Crawfrd OARS,441.400000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"NT7H Crawford Mtn, Tenino WA; Olympia Amateur Radio Society",,,,
182,W7EATonville,442.725000,+,5.000000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,,,,,
183,PackFr 41340,146.700000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,W7EAT Pack Forest linked to Paradise WW7CH (ASL 41340),,,,
184,Pardse 41340,146.780000,-,0.600000,Tone,103.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"WW7CH 41340 Paradise, Mt Tahoma",,,,
185,3Sistr 46153,147.300000,+,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,"WB7DOB Three Sisters Buckley WA; WIDE South to Astoria, North to Seattle. ; Link to W7EAT Pack Forest and Paradise WW7CH",,,,
186,Baldi DOB,147.140000,+,0.600000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.5W,WB7DOB Baldi linked to Baldi UHF (ASL 46151),,,,
