Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
27,RPTR 19,462.650000,+,5.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
28,RPTR 20,462.675000,+,5.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
29,RPTR 21,462.700000,+,5.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
30,RPTR 22,462.725000,+,5.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
31,MURS 1,151.820000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
32,MURS 2,151.880000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
33,MURS 3,151.940000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
34,MURS 4,154.570000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
35,MURS 5,154.600000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
45,DIG UHF4,443.450000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
46,446 LOW,446.000000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
47,DIG UHF1,441.100000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
48,DIG UHF2,446.500000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
49,DIG UHF3,446.075000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
50,DIG VHF2,145.790000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
51,DIG VHF1,145.510000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,5.0W,,,,,
52,AHOY 2m,146.520000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
53,AHOY 220,223.500000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
54,AHOY 6m,52.525000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
55,DblNickel,146.550000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
56,AHOY 446,446.000000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
57,Squirrel,147.480000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
58,ADVENTURE,146.580000,,0.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,,,,,
60,,146.540000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
61,,146.560000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
62,,146.580000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
63,7.5125 N,147.512500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
64,,147.520000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
65,7.5250 N,147.525000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,,,,,
66,7.5375 N,147.537500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
67,,147.540000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
68,7.5500 N,147.550000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,,,,,
69,,147.560000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
70,7.5625 N,147.562500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
71,7.5750 N,147.575000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,,50W,,,,,
72,,147.580000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
73,7.5875 N,147.587500,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
74,,147.600000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
80,,445.800000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
81,,445.812500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
82,,445.825000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
83,,445.837500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
84,,445.850000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
85,,445.862500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
86,,445.875000,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
87,,445.887500,,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,12.50,,50W,,,,,
90,AHOY220,223.500000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
91,,223.400000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
92,,223.420000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
93,,223.440000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
94,,223.460000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
95,,223.480000,,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,,,,,
